#separator:comma
#html:true
#notetype column:1
#deck column:2
#tags column:8
word type,0-current-using::ngsl-wip,{{c1::out}} - away from the inside or center,55,prep,/aʊt/,out,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::good}} - excellent; high quality,56,adj,/gʊd/,good,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::people}} - human beings in general; plural of person,57,noun,/piː•pl/,people,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::year}} - unit of time equal to 12 months,58,noun,/jɚ/,year,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::take}} - to pick up something and go away with it,59,verb,/tɛɪk/,take,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::no}} - being none; not having or being,60,adv,/noʊ/,no,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::well}} - in a good way,61,adj,/wɛl/,well,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::because}} - for a reason,62,conj,/bɪ•kɑz/,because,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::very}} - much; great in amount,63,verb,/vɛ•rɪ/,very,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::just}} - only; a short time ago,64,adv,/dʒʌst/,just,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::come}} - to move toward someone; go with someone,65,verb,/kʌm/,come,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::could}} - used as the past form of can, to show possibility",66,verb,/kʊd/,could,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::work}} - activity you do in order to make money,67,noun,/wɚk/,work,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::use}} - to do something with, for a task or purpose",68,verb,/juz/,use,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::than}} - used when comparing two things,69,conj,/ðæn/,than,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::now}} - at the present time or moment,70,adv,/naʊ/,now,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::then}} - at that time not now,71,adv,/ðɛn/,then,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::also}} - in addition; too; in a similar way,72,adv,/oɚl•soʊ/,also,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::into}} - going inside something,73,prep,/ɪn•tʊ/,into,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::only}} - just one; just that amount or thing; not more than,74,adv,/oʊn•lɪ/,only,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::look}} - to turn your eyes in a particular direction,75,verb,/lʊk/,look,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::want}} - to desire or wish for something; hope for a thing,76,verb,/wɑnt/,want,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::give}} - to hand over or present something to someone,77,verb,/gɪv/,give,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::first}} - coming before all others in time or place,78,adj,/fɚst/,first,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::new}} - not old, recently born, built, or made",79,adj,/nju/,new,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::way}} - how something is done,80,noun,/wɛɪ/,way,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::find}} - to discover something by looking for it,81,verb,/faɪnd/,find,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::over}} - above; across; more than; on the other side,82,prep,/oʊ•və/,over,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::any}} - one (thing) of many; some (thing),83,adj,/ɛ•nɪ/,any,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::after}} - later than another time, or behind something",84,adv,/ɑɚf•tə/,after,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::day}} - a period of 24 hours,85,noun,/dɛɪ/,day,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::where}} - word you use to ask the location of something,86,noun,/wɛɚ/,where,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::thing}} - something you cannot remember the name of,87,noun,/θɪŋ/,thing,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::most}} - nearly all of something,88,pron,/moʊst/,most,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::should}} - used to indicate what is proper or reasonable,89,aux,/ʃʊd/,should,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::need}} - to be unable to manage without something; require,90,verb,/niːd/,need,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::much}} - a lot; large amount; a high degree of,91,pron,/mʌtʃ/,much,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::right}} - on side where the hand that most people write with,92,adj,/raɪt/,right,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::how}} - in what way something happens or is done,93,adv,/haʊ/,how,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::back}} - the place you were before,94,noun,/bæk/,back,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::mean}} - to have a particular meaning or value,95,verb,/miːn/,mean,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::even}} - as well; too,96,adv,/iː•vən/,even,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::may}} - used to talk about what is possible,97,aux,/mɛɪ/,may,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::here}} - in, at, or to this position or place",98,adv,/hiːɚ/,here,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::many}} - used to refer to a large number of things,99,adj,/mɛ•nɪ/,many,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::such}} - like or similar,100,adj,/sʌtʃ/,such,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::last}} - the one before,101,noun,/lɑɚst/,last,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::child}} - a very young person, between about 2 and 15",102,noun,/tʃaɪld/,child,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::tell}} - to say or communicate information to someone,103,verb,/tɛl/,tell,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::really}} - very,104,adv,/riːɚ•lɪ/,really,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::call}} - to phone someone,105,verb,/koɚl/,call,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::before}} - at a time earlier than the present; previously,106,adv,/bɪ•foɚ/,before,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::company}} - a business that sells things or provides services,107,noun,/kʌm•pə•nɪ/,company,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::through}} - from one end or side of something to the other end or side,108,adj,/θru/,through,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::down}} - going from a higher position to a lower position,109,prep,/daʊn/,down,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::show}} - to explain or teach how something is done,110,verb,/ʃoʊ/,show,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::life}} - all the living things (e.g., animals, plants, humans)",111,noun,/laɪf/,life,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::man}} - an adult male human being,112,noun,/mæn/,man,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::change}} - to make or become different, or into something else",113,verb,/tʃɛɪndʒ/,change,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::place}} - to put something in a certain location or position,114,verb,/plɛɪs/,place,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::long}} - large distance from one end to the other,115,adj,/lɑŋ/,long,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::between}} - in the space that separates two objects,116,prep,/bɪ•twiːn/,between,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::feel}} - to be aware of or experience an emotion or sensation,117,verb,/fiːl/,feel,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::too}} - say that something is more than you want,118,adv,/tu/,too,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::still}} - continuing to be the same as before,119,adv,/stɪl/,still,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::problem}} - something difficult to deal with or causes trouble,120,noun,/prɑb•ləm/,problem,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::write}} - to make letters and words on paper or a screen,121,verb,/raɪt/,write,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::same}} - identical; not different,122,det,/sɛɪm/,same,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::lot}} - a group of people or things considered together,123,noun,/lɑt/,lot,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::great}} - very good; fantastic; wonderful,124,adj,/grɛɪt/,great,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::try}} - to make an effort, to attempt to do something",125,verb,/traɪ/,try,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::leave}} - to go away from; depart,126,verb,/liːv/,leave,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::number}} - symbols such as 1, 2, 56, 793",127,noun,/nʌm•bə/,number,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::both}} - used to refer to two things at the same time,128,det,/boʊθ/,both,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::own}} - yours, his, hers, etc.; not belonging to another",129,det,/oʊn/,own,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::part}} - some, but not all of a specific thing",130,noun,/pɑɚt/,part,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::point}} - to indicate something with your finger to others,131,verb,/poɪnt/,point,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::little}} - not great in size, amount, or degree; small",132,adj,/lɪ•tl/,little,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::help}} - to act to enable a person to do something; assist,133,verb,/hɛlp/,help,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::ask}} - to say to someone that you want something,134,verb,/ɑɚsk/,ask,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::meet}} - to come together at a certain time or place,135,verb,/miːt/,meet,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::start}} - first time or place that a thing exists; beginning,136,noun,/stɑɚt/,start,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::talk}} - to say things or ideas to someone with words,137,verb,/toɚk/,talk,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::something}} - thing that is not yet known or named,138,pron,/sʌm•θɪŋ/,something,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::put}} - to move or place a thing in a particular position,139,verb,/pʌt/,put,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::another}} - one more (thing); additional (thing),140,det,/ə•nʌ•ðə/,another,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::become}} - to begin to be; grow to be; develop into,141,verb,/bɪ•kʌm/,become,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::interest}} - to make someone want to know about something,142,verb,/ɪn•trɪst/,interest,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::country}} - an area of land that is controlled by a government,143,noun,/kʌn•trɪ/,country,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::old}} - having existed for a long time, not young or new",144,adj,/oʊld/,old,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::each}} - every one of two or more things,145,det,/iːtʃ/,each,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::school}} - building where you learn in classes with a teacher,146,noun,/skul/,school,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::late}} - happening near the end of a given time,147,adj,/lɛɪt/,late,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::high}} - rising upward a great distance,148,adj,/haɪ/,high,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::different}} - not of the same kind; unlike other things,149,adj,/dɪ•frənt/,different,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::off}} - not having on; not wearing,150,adj,/oɚf/,off,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::next}} - immediately after the previous one,151,adj,/nɛkst/,next,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::end}} - a point that marks the limit of something; finish,152,noun,/ɛnd/,end,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::live}} - to be alive,153,verb,/lɪv/,live,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::why}} - for what reason or purpose,154,adv,/waɪ/,why,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::while}} - during the time that; at the same time,155,conj,/waɪl/,while,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::world}} - all the humans, events, activities on the earth",156,noun,/wɚld/,world,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::week}} - period of seven days, starts on Sunday and end on Saturday",157,noun,/wiːk/,week,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::play}} - to do or perform a game or sport,158,verb,/plɛɪ/,play,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::might}} - used to express that something could happen,159,aux,/maɪt/,might,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::must}} - used to say that something is required or necessary,160,aux,/mʌst/,must,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::home}} - place where a person or a family lives,161,noun,/hoʊm/,home,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::never}} - not ever; not at any time,162,adv,/nɛ•və/,never,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::include}} - to make someone/something part of a group,163,verb,/ɪn•klud/,include,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::course}} - route or direction that a river, etc., moves along",164,noun,/koɚs/,course,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::house}} - building in which a family, person lives",165,noun,/haʊz/,house,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::report}} - account of something which gives the necessary facts and information,166,noun,/rɪ•poɚt/,report,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::group}} - number of people or things gathered together,167,noun,/grup/,group,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::case}} - example or instance of something,168,noun,/kɛɪs/,case,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::woman}} - adult female human being,169,noun,/wʊ•mən/,woman,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::around}} - located on every side, or along something",170,adv,/ə•raʊnd/,around,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::book}} - thing made of pages with writing on that you read,171,noun,/bʊk/,book,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::family}} - a group of people who are related through blood,172,noun,/fæ•mɪ•lɪ/,family,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::seem}} - to appear to be something,173,verb,/siːm/,seem,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::let}} - to not stop someone from doing something,174,verb,/lɛt/,let,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::again}} - one more time, once more",175,adv,/ə•gɛn/,again,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::kind}} - one type of thing,176,noun,/kaɪnd/,kind,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::keep}} - to have and continue to hold something,177,verb,/kiːp/,keep,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::hear}} - to be aware of sound; to perceive with the ear,178,verb,/hiːɚ/,hear,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::system}} - set of organized, planned ideas that work together",179,noun,/sɪs•tɪm/,system,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::every}} - including each person or thing in a group,180,det,/ɛ•vrɪ/,every,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::question}} - to ask for or try to get information,181,verb,/kwɛs•tʃən/,question,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::during}} - at some point in the course of an event or thing,182,prep,/djʊə•rɪŋ/,during,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::always}} - at all times; in every situation,183,adv,/oɚ•lwəz/,always,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::big}} - large,184,adj,/bɪg/,big,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::set}} - complete group of something (e.g., a chess set)",185,noun,/sɛt/,set,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::small}} - little in size; not big,186,adj,/smoɚl/,small,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::study}} - to focus on learning something usually at school,187,verb,/stʌ•dɪ/,study,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::follow}} - to come after someone; be guided by someone,188,verb,/fɑ•loʊ/,follow,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::begin}} - to do the first part of an action; to start,189,verb,/bɪ•gɪn/,begin,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::important}} - having a big effect on (person, the future)",190,adj,/ɪm•poɚ•tənt/,important,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::since}} - from the time in the past that,191,prep,/sɪns/,since,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::run}} - to move your legs faster than walking,192,verb,/rʌn/,run,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::under}} - in the same place as another thing, but lower",193,adj,/ʌn•də/,under,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::turn}} - to change the direction of something (e.g., a car)",194,verb,/tɚn/,turn,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::few}} - not many; small in number,195,adj,/fju/,few,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::bring}} - to take or go with someone to a place,196,verb,/brɪŋ/,bring,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::early}} - happening sooner than expected,197,adj,/ɚ•lɪ/,early,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::hand}} - body part at the end of a person's arm,198,noun,/hænd/,hand,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::state}} - region within a country, with its own government",199,noun,/stɛɪt/,state,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::move}} - to cause something to change to a different place,200,verb,/muv/,move,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::money}} - coins or notes we use to pay for things,201,noun,/mʌ•nɪ/,money,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::fact}} - something that is known or proved to be true,202,noun,/fækt/,fact,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::however}} - used when you add information that is different from a previous statement,203,conj,/haʊ•ɛ•və/,however,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::area}} - a specific section or space; part of a region,204,noun,/ɛɚ•riːɚ/,area,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::provide}} - to make available; to supply for use,205,verb,/prə•vaɪd/,provide,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::name}} - what something or someone is called,206,noun,/nɛɪm/,name,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::read}} - to look at and comprehend the meaning some writing,207,verb,/rɛd/,read,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::friend}} - person who you like and enjoy being with,208,noun,/frɛnd/,friend,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::month}} - one of 12 time periods that make a year, each from 28 to 31 days long",209,noun,/mʌnθ/,month,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::large}} - big; of great size; broad, tall, wide, long, or fat",210,adj,/lɑɚdʒ/,large,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::business}} - a company formed for making profit,211,noun,/bɪ•zɪ•nɪs/,business,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::without}} - used to say you don't have something or it isn't in a place,212,prep,/wɪ•ðaʊt/,without,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::information}} - collection of facts and details about something,213,noun,/ɪn•fə•mɛɪ•ʃən/,information,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::open}} - not closed or shut,214,adj,/oʊ•pən/,open,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::order}} - to ask for something you want to buy (e.g., a meal)",215,verb,/oɚ•də/,order,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::government}} - group of people and system which rule a nation,216,noun,/gʌ•vn•mənt/,government,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::word}} - unit of language that has a meaning,217,noun,/wɚd/,word,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::issue}} - important topic discussed, debated, or argued over",218,noun,/ɪ•sju/,issue,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::market}} - public event where people sell goods on tables,219,noun,/mɑɚ•kɪt/,market,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::pay}} - to give money for goods or work done,220,verb,/pɛɪ/,pay,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::build}} - to make (e.g., a house, by putting materials together)",221,verb,/bɪld/,build,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::hold}} - to use hands or arms to carry or keep something,222,verb,/hoʊld/,hold,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::service}} - to maintain a piece of machinery so it runs well,223,verb,/sɚ•vɪs/,service,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::against}} - in opposition to; disagreeing with,224,prep,/ə•gɛnst/,against,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::believe}} - to think or accept that something is true,225,verb,/bɪ•liːv/,believe,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::second}} - 2nd; the one following first,226,adj,/sɛkənd/,second,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::though}} - although, despite the fact that",227,adv,/ðoʊ/,though,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::yes}} - way to say you agree or will do something,228,intj,/jɛs/,yes,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::love}} - to care for and like someone very strong and deeply,229,verb,/lʌv/,love,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::increase}} - to make or become something larger in size or amount,230,verb,/ɪn•kriːs/,increase,english words ngsl
